"b1_est","b1_p","b3_est","b3_p"
0.280152616433166,6.86117829218347e-14,0.0839998691523393,0.0429962129429999
0.318341335455144,0,0.0818104182707875,0.0424893738535221
0.286455638923259,2.62012633811537e-14,0.0664501813845258,0.107428614806137
0.265130366759116,3.53161944133262e-12,0.0621939158174427,0.112633903801175
0.316957325232168,0,0.0805558856940256,0.0478776101919181
0.262674535126942,4.19664303308309e-13,0.0442068221923152,0.280859649198231
0.324786348531057,0,0.0901480016729273,0.0286211816361113
0.321418570127647,0,0.0954952896258094,0.02179847213938
0.302909765713079,6.66133814775094e-16,0.0670843533685333,0.110062233487374
0.255109194838765,4.67403893367191e-12,0.0913414155738358,0.0268730674704654
0.299934913484921,2.22044604925031e-16,0.077416171445877,0.0541477357106881
0.326423416164436,0,0.0712858768322332,0.0967180805863086
0.28278547629573,1.42774680966795e-13,0.0951620113240036,0.0273072645638197
0.279368812156543,1.28785870856518e-14,0.113447407957412,0.00507006987173542
0.303660684028897,2.22044604925031e-16,0.0861858985898461,0.0437225567990132
0.314203495738007,0,0.078070097716641,0.0556702778670093
0.26571339805922,9.75441949435663e-13,0.0858324055470188,0.0430095123256906
0.28863572950936,1.86517468137026e-14,0.0272876389645134,0.512817456910321
0.297019141541204,4.21884749357559e-15,0.0755330531092711,0.0691833625442482
0.283876354365244,2.90878432451791e-14,0.145339359428612,0.000449385085883769
0.338554523143434,0,0.0665364407872941,0.111604193940924
0.280415375731657,2.73114864057789e-14,0.0601661848920584,0.146345722109777
0.313449522107043,0,0.0653835504457799,0.115222012045371
0.278857755066961,3.01314528883267e-13,0.113313065273033,0.00785851044523289
0.269774368178912,4.53637127861839e-13,0.0387766493702541,0.363536452809027
0.312142440545687,0,0.107105559305846,0.0101170364020948
0.340676407860753,0,0.0677619796604743,0.102938437605854
0.301185514285438,6.66133814775094e-16,0.108752979322762,0.00800562374439617
0.258040234522669,2.00910399428267e-11,0.0542902803145337,0.184068799673409
0.320174608390992,0,0.0957954447254294,0.0197826969419364
0.288790457251347,1.15463194561016e-14,0.0836682506711533,0.0436580624253826
0.298564285934031,8.88178419700125e-16,0.0609618079938996,0.137601147826801
0.260044870283555,2.59214871789482e-12,0.0660818269150142,0.106991375541582
0.320132983390967,0,0.0828516150205647,0.0522171881956841
0.339500498173732,0,0.0736936896904926,0.0687133545170993
0.261150871972328,1.41375799955767e-12,0.0823359017623293,0.0454065848550256
0.348909386120282,0,0.15511700321291,0.000182787932397455
0.291097619644573,6.66133814775094e-15,0.0894903345800191,0.0353834312777381
0.281348742090383,1.72972747236599e-13,0.0717180458990467,0.0873343738123982
0.296079897267501,1.17683640610267e-14,0.0862746771182643,0.033250407747941
0.305384260745935,2.22044604925031e-16,0.112086425365594,0.00637748124614523
0.334706472151364,0,0.0697423691330905,0.0962362252471294
0.306015286265501,6.66133814775094e-16,0.0787088361908744,0.0743448507019928
0.269272906635962,1.59428026336172e-13,0.0828312110766856,0.0431844984203984
0.261446635993897,4.2374992403893e-12,0.0811220214740503,0.0520842388995972
